,importance,stddev,p_value,n,p99_high,p99_low
nHBAcc,0.0009593216454016155,0.0008267016456385459,0.09108091672611951,3,0.005696413750927062,-0.0037777704601238307
ATSC5s,0.0009592401845618012,0.0020794088636085085,0.2540496846767173,3,0.012874483566412187,-0.010956003197288584
ATSC0i,0.0009577748899306885,0.0007500022839277012,0.07874419937956353,3,0.005255371147375847,-0.0033398213675144696
GATS7Z,0.0009548730822327803,0.0009961067407953596,0.11936015271012526,3,0.00666267516896709,-0.004752929004501529
VSA_EState5,0.0009457751819876107,0.00020999132903172892,0.008019157387063625,3,0.0021490487840579854,-0.00025749842008276414
AATS5s,0.0009448232450739816,0.001056544682991143,0.1307573346180372,3,0.006998941442778061,-0.005109294952630097
AATS1are,0.0009424597812160984,0.000227626522301273,0.009447614225464907,3,0.0022467849963530547,-0.00036186543392085807
VR3_Dzpe,0.0009421454563319775,0.00047507168308781665,0.03765268533842331,3,0.003664358882888937,-0.0017800679702249817
AATSC1se,0.0009347941547562799,0.0009524438719618108,0.11562094768227066,3,0.006392403161136627,-0.004522814851624067
CIC5,0.0009341210883525944,0.0003049888269846555,0.016872665445533005,3,0.0026817408883186905,-0.0008134987116135017
PEOE_VSA13,0.0009331177867144177,0.0005315805539784769,0.04664416905076502,3,0.003979133309953477,-0.0021128977365246415
AATSC3are,0.0009305922155795251,0.0011327978939012215,0.14536853834064498,3,0.007421649767800182,-0.005560465336641132
AATS4i,0.000928393708252632,0.001564074608372472,0.20599252223431386,3,0.00989071466027056,-0.008033927243765298
AATS2d,0.0009282576140111631,0.0008956304159938816,0.10723867396141216,3,0.00606031921744009,-0.004203803989417764
n6ARing,0.0009241467257097291,0.0010557792122015523,0.13437433310703117,3,0.006973878690903553,-0.005125585239484095
nG12Ring,0.0009153736814242844,7.345639008222517e-05,0.0010698316981516038,3,0.0013362869424474121,0.0004944604204011567
ATSC6pe,0.0009143793325249172,0.0009359685542404291,0.11635039781672396,3,0.006277582941352562,-0.004448824276302728
nAtom,0.0009091345482309388,0.0007370701882719363,0.08307234116730804,3,0.005132628463480435,-0.0033143593670185573
AATS7d,0.0009071109239655965,0.0012927163201693374,0.17410796186090488,3,0.008314518792650924,-0.00650029694471973
GATS4se,0.0009033995968957079,0.003043458868150245,0.3291664192206175,3,0.018342756411856575,-0.016535957218065157
SpDiam_DzZ,0.0008948375261856508,0.0008241451571900688,0.10038264632164803,3,0.005617280669402823,-0.0038276056170315213
n7Ring,0.0008932627891123183,0.0007393994005553812,0.08574018645099947,3,0.005130103349040957,-0.0033435777708163204
ATSC3se,0.000892622077856268,0.0008296142707498494,0.10170070053567645,3,0.005646403848261303,-0.0038611596925487665
AATS0se,0.0008805843183639084,0.0005024604846947049,0.04677399193557208,3,0.003759738615374293,-0.0019985699786464763
MATS1m,0.000880307692692243,0.001790976894868109,0.24212521358857175,3,0.011142803908367634,-0.00938218852298315
AATS1se,0.0008785470854198266,0.0006638241709478009,0.07446639274749128,3,0.004682333198879066,-0.0029252390280394133
GATS1m,0.0008754255794482709,0.0004612995318263411,0.0407066352888419,3,0.0035187230520319604,-0.0017678718931354183
SdsCH,0.0008754087011566177,0.001012829488618168,0.1365342418468855,3,0.006679033987363249,-0.0049282165850500145
MDEC-44,0.0008733953280464594,0.0005735640991377274,0.05934883285787366,3,0.00415998122075931,-0.0024131905646663913
Vabc,0.0008683040039664988,0.0006838010503595207,0.07943847790490587,3,0.004786559851765263,-0.0030499518438322653
Sp,0.0008605510148770312,0.0006016703103598263,0.06577376729326069,3,0.0043081886146946816,-0.0025870865849406195
MAXdssC,0.0008536429797793751,0.0033813096483933046,0.3523000826623474,3,0.020228922231061066,-0.018521636271502318
EState_VSA10,0.0008488756483231811,0.0028106600594175715,0.3265378436172807,3,0.01695426947332111,-0.015256518176674746
AATSC3Z,0.0008430849492488957,0.0006563130906305993,0.07802621940959435,3,0.004603831739558971,-0.00291766184106118
GATS1p,0.0008395228090336548,0.0005675154949240959,0.06225295015429737,3,0.004091449528850206,-0.0024124039107828966
BCUTv-1l,0.0008365676919991349,5.8056171821450725e-05,0.0008007539673786351,3,0.0011692359946006124,0.0005038993893976575
AATSC7m,0.000830620747305777,0.00023198695161243482,0.012514763076913293,3,0.0021599317059398954,-0.0004986902113283415
MATS1v,0.0008254164421688989,0.0007116498571546726,0.09114600117045155,3,0.004903249041161523,-0.0032524161568237256
JGI1,0.0008231375856880829,0.0007175121796358314,0.09264016057374705,3,0.0049345619425924655,-0.0032882867712162997
VE2_Dzpe,0.0008230360146425086,0.001031447946241349,0.15053296034035485,3,0.006733347127699898,-0.005087275098414881
ETA_eta_BR,0.0008198003709188514,0.0004983171581237613,0.05212711026267307,3,0.0036752129472088545,-0.0020356122053711515
ATSC6i,0.0008163522588056823,0.0006109913258656254,0.07335684911428732,3,0.0043174003111135974,-0.0026846957935022326
piPC8,0.0008042065823984368,0.00037835866952774756,0.03325301923222867,3,0.0029722437163908497,-0.0013638305515939761
MATS8d,0.0008015740965370647,0.0002638980299132425,0.017141261345643324,3,0.0023137390725728297,-0.0007105908794987004
ATSC0v,0.000799226359649241,0.0006812217180519026,0.08960316953082396,3,0.004702702347293612,-0.0031042496279951298
NssS,0.0007939402656547504,0.0003972669669190953,0.037139409332222914,3,0.0030703240405109255,-0.001482443509201425
ATSC4p,0.0007906316251195348,0.00038195651725741927,0.03487714929278608,3,0.0029792848255816664,-0.001398021575342597
MATS5are,0.0007896994326939133,0.0011758747730960181,0.1823787350537439,3,0.007527592279655914,-0.005948193414268088
ATSC2c,0.000789593196473685,0.0005228816400599861,0.06017562562292254,3,0.003785762978304912,-0.0022065765853575424
MDEC-24,0.0007838869974684526,0.00039212762131484466,0.037121020054746795,3,0.0030308217520911454,-0.0014630477571542402
Xp-4dv,0.0007819023979197167,0.00022259144320885995,0.012983262510441749,3,0.0020573760514985212,-0.0004935712556590877
LogEE_Dzare,0.0007815947937580928,0.0008686765573179421,0.12973081809638495,3,0.005759207797960367,-0.0041960182104441805
ATS8i,0.0007725060323533853,0.0005956561282908258,0.07687333253212274,3,0.0041856817019806725,-0.0026406696372739016
SM1_Dzi,0.0007714463109964228,0.0020012655240284056,0.2865369613127395,3,0.012238919691447598,-0.010696027069454751
ATSC7c,0.0007674198065867147,0.001156442584343165,0.18464631973031537,3,0.0073939640570872675,-0.005859124443913837
JGI4,0.0007555630012528273,0.0005674716875188582,0.0737626469673812,3,0.0040072386997794,-0.0024961126972737457
SpMAD_Dzpe,0.0007465586566680615,0.0010035958618705688,0.1632637465704147,3,0.006497274237659777,-0.005004156924323654
ATSC6se,0.0007442804641480949,0.001653009878414615,0.2585530709576402,3,0.010216210375869983,-0.008727649447573793
GATS6pe,0.0007415923125398219,0.0004937628862598173,0.060716678649733506,3,0.0035709084060092998,-0.002087723780929656
VR3_Dzare,0.0007400183605114075,0.0007004332876048612,0.10437535155252593,3,0.004753578772136547,-0.003273542051113732
