,importance,stddev,p_value,n,p99_high,p99_low
GATS4Z,0.0007312846532446423,0.00032012892044722065,0.029172104915008202,3,0.002565658867692444,-0.0011030895612031593
AATSC2p,0.0007187537448281415,8.176468014693504e-05,0.0021429938259922114,3,0.0011872744292592064,0.0002502330603970766
nN,0.0007148970547586156,0.0011314457629892276,0.19399896158633878,3,0.007198206746910728,-0.005768412637393496
GATS6are,0.0007147960419333262,0.0002509722413869832,0.019360870155277855,3,0.002152894816324918,-0.0007233027324582655
Mse,0.0007087930512579277,0.00015210804247676907,0.007503290885700626,3,0.0015803890024757071,-0.00016280289995985174
Xc-6dv,0.0007068467442889655,0.0009048877121562891,0.15435486886293848,3,0.005891953681304447,-0.004478260192726517
VR3_A,0.0007067405385763337,0.0012889459723712097,0.2212514543231563,3,0.008092543896270515,-0.006679062819117848
AETA_eta_B,0.000704461577114864,0.0007360302155081259,0.11961018402018025,3,0.004921996333101283,-0.0035130731788715554
MATS3m,0.0006982964358965837,0.0012567672458296197,0.21870257964777617,3,0.007899712122088929,-0.006503119250295761
Radius,0.000697844558238551,0.0011069210747362559,0.1944254879548326,3,0.007040625067067349,-0.0056449359505902465
MATS5p,0.000697627137575707,0.00038755865908294467,0.04465390086640625,3,0.002918381231940418,-0.001523126956789004
MDEC-13,0.0006922678085572084,0.0002476261345966851,0.02005117786494756,3,0.00211119301997818,-0.0007266574028637632
ATS4se,0.0006912333074725977,0.0002690179950370724,0.02348025771797522,3,0.0022327362514398606,-0.0008502696364946653
MATS5m,0.0006872119538087196,0.0003426154006987959,0.03689946225756503,3,0.0026504361937073773,-0.0012760122860899382
Xp-1dv,0.0006867459981124702,0.0006184066856887616,0.09716515791843865,3,0.004230284884523754,-0.0028567928882988138
SpMax_Dzare,0.000686507582228324,0.0005819513243044175,0.08887217634498522,3,0.004021153205236865,-0.002648138040780217
AATSC5are,0.0006774394387654148,0.0007766451091539548,0.13497033575386122,3,0.00512770203927887,-0.00377282316174804
VR1_Dzi,0.00067712302550856,0.0002590265587076552,0.022738615755686836,3,0.002161373931320771,-0.0008071278803036508
ETA_shape_p,0.000674578957455374,0.0002904894524856948,0.028306990489606346,3,0.0023391157336529233,-0.0009899578187421755
ATSC1v,0.000673202931430065,0.0010532441361344443,0.1917939857127383,3,0.006708408629635358,-0.005362002766775227
GATS3are,0.0006694102841467245,0.001673752143560258,0.28005332734960897,3,0.010260195675339982,-0.008921375107046534
Mpe,0.000667004503233574,0.0003912102161508933,0.049043381720828394,3,0.0029086824245323586,-0.0015746734180652109
VE3_D,0.0006664873855426098,0.00122696470276073,0.22304921570094416,3,0.007697131195035502,-0.006364156423950283
AETA_eta_RL,0.0006647831350532855,0.00048100554278184443,0.06951205835719829,3,0.0034209982356847688,-0.002091431965578198
AATSC8s,0.0006630343072199599,0.0017229558897436468,0.2868339337419078,3,0.010535762620430237,-0.009209694005990319
piPC1,0.0006607190214975578,0.0006906679144502597,0.11968920111961912,3,0.004618322762028324,-0.0032968847190332088
AATS2are,0.0006606475790548553,0.0004986906937694584,0.07435122358058031,3,0.0035182005560174577,-0.0021969053979077474
ATS8d,0.0006605493105769448,0.0004673015936551307,0.06703891481671184,3,0.0033382392630305307,-0.0020171406418766414
VR3_Dzi,0.0006549228482710667,0.00044632852491022847,0.06308563681023306,3,0.003212434791034858,-0.0019025890944927245
Spe,0.0006537381622145899,0.00046767969525916104,0.06825767904568877,3,0.003333594678788362,-0.002026118354359182
GATS1are,0.0006500163806231196,0.0007518017741348512,0.1364764558190646,3,0.004957923916507401,-0.0036578911552611615
MDEC-34,0.0006493260769679562,0.00025924894376141804,0.024621943159475534,3,0.0021348512737993327,-0.0008361991198634204
NaaN,0.0006467034122573286,0.00011901541809789887,0.005550926497533135,3,0.0013286749560201296,-3.5268131505472177e-05
nSpiro,0.0006440901485652203,0.0021761749314874383,0.3296036423345034,3,0.013113813830110614,-0.011825633532980172
GATS5m,0.0006417360248242391,0.00024172406867818601,0.022091584452456885,3,0.0020268417440301957,-0.0007433696943817174
MDEN-23,0.0006402888277926936,0.00029549959046864697,0.03211615323637649,3,0.002333534250225372,-0.0010529565946399847
ETA_eta,0.0006386839509960144,0.0006294314445486695,0.11045421927585487,3,0.004245395928251037,-0.0029680280262590077
AATSC3se,0.0006383888838115137,0.000611496872790309,0.10615062747703814,3,0.004142333776059843,-0.002865556008436815
ATSC0p,0.0006344728519014723,0.0004284887240362943,0.06215442398445674,3,0.003089760757335829,-0.0018208150535328847
VR2_Dzm,0.0006323972359703056,0.0007220346589227852,0.13427090459045107,3,0.004769735900703462,-0.003504941428762851
VAdjMat,0.0006316654124546665,0.00044068116196295065,0.06554195580654058,3,0.0031568173392734996,-0.001893486514364167
nG12AHRing,0.000627531372115279,0.00012000923890733757,0.005986223616579778,3,0.001315197619324645,-6.013487509408703e-05
ETA_epsilon_4,0.0006260274222039305,0.001203938919041081,0.23141742714318136,3,0.0075247309375685405,-0.00627267609316068
VR2_A,0.0006234989415510409,0.001189801291507072,0.22993286647468686,3,0.007441192283371743,-0.00619419440026966
AATSC5p,0.0006229710935874433,0.00027851320463105747,0.030314342681140263,3,0.002218882641487306,-0.0009729404543124193
ATS1p,0.0006198514683273629,0.0008818205532078269,0.17378422271292465,3,0.005672781026565211,-0.0044330780899104845
ATS2i,0.0006185841727638733,0.0006025429705624359,0.10867441221556962,3,0.0040712222123150095,-0.0028340538667872626
ATSC3i,0.00061116800427267,0.003010282013435709,0.37934603524805444,3,0.017860417762614576,-0.016638081754069233
MINdO,0.0006109673508438348,0.0011627895670774662,0.22942382524262062,3,0.007273880516252427,-0.006051945814564758
ATSC4d,0.0006052917603662408,0.0003066140976285135,0.03796025425727949,3,0.002362224541353942,-0.0011516410206214608
AATSC5c,0.0005977264302166793,0.0002688230978957572,0.030644833146807757,3,0.002138112591951338,-0.0009426597315179795
VE2_Dzp,0.0005921221397662638,0.00041059358753284177,0.06489828287547902,3,0.002944868928577673,-0.0017606246490451454
AETA_eta,0.0005919535026707908,0.0003690215625290496,0.054402220959513366,3,0.002706487978134183,-0.0015225809727926012
AATSC7s,0.0005891997611647826,0.0014601278696812921,0.27846952543168857,3,0.008955894373442248,-0.007777494851112683
ATSC5se,0.0005866560284418417,0.0010110293990745253,0.21035867276067233,3,0.006379966601944782,-0.005206654545061099
ATSC1are,0.0005859135392852025,0.0015753095292625864,0.29272879420707043,3,0.009612611833885601,-0.008440784755315197
AATS4d,0.000583816708434585,0.0006282010186536192,0.12437701683531634,3,0.00418347820886447,-0.0030158447919953002
SIC5,0.0005820044790558013,0.00020744496979691998,0.019917335738044082,3,0.0017706871603354857,-0.000606678202223883
VR2_Dzare,0.0005789710293736169,0.000654085261298575,0.1324792105820326,3,0.0043269521105589225,-0.0031690100518116885
ATS3are,0.0005754149412321811,0.00026460339303104047,0.03190690215382696,3,0.002091621726153265,-0.0009407918436889028
SpDiam_D,0.0005728485846007159,0.0008514051173197052,0.1820285857524253,3,0.0054514943223189505,-0.004305797153117519
LogEE_Dzp,0.0005663909656080657,0.0006929237643421558,0.14625271019746208,3,0.004536920976178972,-0.0034041390449628403
SpDiam_Dzare,0.0005650543027472255,0.0012951395130072602,0.2643596674476634,3,0.007986347335110706,-0.006856238729616255
GATS1s,0.0005558272511226129,0.0019478874233958767,0.33504370496169444,3,0.011717438195653525,-0.0106057836934083
ZMIC1,0.0005556687107014513,0.001904878899839105,0.331779516082746,3,0.011470836045877113,-0.01035949862447421
AATSC0are,0.0005527195789894653,0.0007409288839624243,0.1627457372428462,3,0.0047983242484505575,-0.003692885090471627
SZ,0.0005492865916938428,0.00030032449565361964,0.04343003632468718,3,0.0022701792558880744,-0.0011716060725003889
AATSC8Z,0.0005471277209661377,0.00262005262497381,0.37611012471445904,3,0.015560319809434823,-0.014466064367502548
SaaCH,0.000547014716306693,0.0005948585591300744,0.12611371053606665,3,0.003955620226197467,-0.0028615907935840806
SpMAD_Dzse,0.0005421235160564993,0.0003919853333492706,0.06943553516324656,3,0.002788242944857612,-0.0017039959127446132
AATSC4m,0.0005400139468504003,0.0003571460845673237,0.060047650522943294,3,0.002586500616677236,-0.0015064727229764352
VE1_DzZ,0.0005398684994308844,0.0002653375895905469,0.035969366868823065,3,0.0020602823120557242,-0.0009805453131939551
Xc-4d,0.0005395495450351376,0.0006564756766423546,0.14528507368617175,3,0.004301227971222338,-0.0032221288811520627
AATS6dv,0.0005395241468557632,0.00014801163840919652,0.012090387956272408,3,0.0013876472485008873,-0.00030859895478936084
ATS0Z,0.0005378276738959483,0.0005610786510093073,0.11936765967317083,3,0.003752870564275227,-0.00267721521648333
ATS6d,0.0005369381464069475,0.00041999564061796286,0.07860957092752956,3,0.0029435597420246944,-0.0018696834492107992
IC3,0.0005360760762603093,0.00034837318605975074,0.05832446116739959,3,0.0025322930647794463,-0.001460140912258828
SpAD_Dzp,0.0005296107190668383,0.0007949118045988139,0.18389060258164397,3,0.005084543510141052,-0.004025322072007376
VR3_Dzv,0.0005285382864567145,0.0006785112538045549,0.15485846568637202,3,0.004416483013390333,-0.003359406440476904
SpAbs_D,0.0005172626056062132,0.00043428975299373705,0.08759903912207122,3,0.0030057910502643685,-0.001971265839051942
AATSC0v,0.0005166632226945763,0.0006545888604408721,0.15248571501243185,3,0.004267529982811224,-0.0032342035374220714
ATS1are,0.0005124732420042077,0.0005758768339055653,0.13157850070774227,3,0.0038123113614045192,-0.0027873648773961038
Xp-6d,0.0005122439831160378,0.0003785423089849184,0.07189350861274574,3,0.002681333391562501,-0.0016568454253304255
SssS,0.0005114172829580413,0.0002147348952687009,0.027023406525405934,3,0.0017418720455979475,-0.0007190374796818647
ATSC8v,0.0005073045400513232,0.00036636719336701797,0.0693014318978948,3,0.002606629185863417,-0.0015920201057607708
ATS4s,0.0005063006730625282,0.0007357133351600908,0.17776764424025748,3,0.004722019669514668,-0.0037094183233896114
SpDiam_Dzpe,0.0005036303932166956,0.0009780350982298847,0.23327794052940953,3,0.006107879964019256,-0.005100619177585864
ATS0m,0.0005010611116809486,0.000398487888761273,0.08065367157056515,3,0.0027844409040853604,-0.0017823186807234635
SMR,0.0005009594252703975,0.0005729425549221679,0.13456098374105682,3,0.0037839838007027453,-0.0027820649501619503
GATS7pe,0.0004977650854744627,0.0009500135396433768,0.22996222027610214,3,0.005941448018161605,-0.00494591784721268
ZMIC0,0.0004959326661630644,0.0002747603337830741,0.04444272059815516,3,0.0020703398479341925,-0.001078474515608064
VE2_Dzi,0.000493200959149657,0.000821184510073839,0.2037305377179135,3,0.0051986792660736756,-0.004212277347774361
ATS1m,0.0004904601968142019,0.0003154643515891538,0.05733224065712401,3,0.0022981059144339113,-0.0013171855208055077
SpAD_Dzse,0.0004900374996570737,0.00029000539198397325,0.04980283221516457,3,0.0021518005555004912,-0.0011717255561863441
MINssO,0.0004886126659439846,0.0002044184749624993,0.026843920086017464,3,0.0016599531962031835,-0.0006827278643152143
VE1_Dzi,0.00048678284580324266,0.0006892849500719385,0.17290945185670392,3,0.004436462047084171,-0.003462896355477686
AATSC0pe,0.0004852222062575369,0.0009779363296877682,0.24034291555184495,3,0.006088905822360958,-0.005118461409845885
AATSC3dv,0.00048288672274043876,0.0005319689741082762,0.12825831545711291,3,0.0035311279363965985,-0.002565354490915721
VE3_Dzv,0.0004813790689267942,0.0006132401779986405,0.1534723569381029,3,0.003995313293340454,-0.0030325551554868653
GATS1Z,0.0004795986813593463,0.0004163203265129736,0.09207138075040402,3,0.00286516031958627,-0.0019059629568675773
GATS5are,0.00047783295473025067,0.0002015946228610191,0.027262107592000852,3,0.001632992499300518,-0.0006773265898400167
ATS2v,0.00047586255016825635,0.0004992373561387556,0.12027054398995468,3,0.0033365479631283527,-0.0023848228627918397
GATS5c,0.0004711843394145839,0.0002567955675576027,0.043186904169128675,3,0.0019426514185340972,-0.0010002827397049296
GATS7are,0.0004711008684784949,0.0014908316042790309,0.31953497423031346,3,0.009013731284852194,-0.008071529547895206
SpAbs_A,0.0004697490089386284,0.0002884222868394692,0.053023129529897406,3,0.0021224406967476277,-0.0011829426788703707
ATS0v,0.0004643141541594842,0.0006213698145283117,0.1624353991562863,3,0.004024832097413755,-0.003096203789094787
AATSC1p,0.00046420396543115733,0.001288332641152953,0.29813550028077074,3,0.00784649286723015,-0.006918084936367836
Sv,0.00046357386042272797,0.0005903156137876507,0.15339852741985638,3,0.0038461477897173283,-0.0029190000688718723
VR2_Dzp,0.00045510036620710625,0.0005019328563347334,0.12844880034102438,3,0.0033312312942041862,-0.0024210305617899737
VR2_Dzv,0.00045428724590768077,0.00043069511692886165,0.10461911947099216,3,0.002922218027291553,-0.0020136435354761915
SpAD_Dzv,0.000451909280815251,0.0002941361256767509,0.058476283682123945,3,0.002137341898790689,-0.0012335233371601872
MDEC-14,0.00045037324726230715,2.504279552718507e-05,0.0005145154712900119,3,0.0005938712427217044,0.00030687525180290987
VR2_Dzpe,0.00044832680151329907,0.0005255859959879597,0.13880177013306472,3,0.00345999284270789,-0.0025633392396812917
ATS4Z,0.00044433240034669197,0.0003087278526179164,0.06510939447079099,3,0.0022133772318258154,-0.0013247124311324312
MWC06,0.00043909825806720537,0.00021101784998906072,0.03454942306675125,3,0.0016482539390578136,-0.0007700574229234029
GATS4p,0.00043368660175191476,0.00023800548276899257,0.04371370094931386,3,0.001797484411330387,-0.0009301112078265576
ATSC3are,0.000432349820052876,0.0010051224760882053,0.26695227581726694,3,0.006191813069803571,-0.0053271134296978195
SpAD_Dzpe,0.0004310702026497267,0.00047063993388518865,0.12676966399721454,3,0.003127889214822495,-0.002265748809523041
VR2_Dzi,0.00042639706544300715,0.00042511964562163597,0.11223741275048435,3,0.0028623797779517507,-0.0020095856470657364
AATS0pe,0.0004263283823601934,0.000278205506882991,0.05872845878195466,3,0.002020476788041889,-0.001167820023321502
MW,0.00042529601089998553,0.0005599993059707725,0.15946572113876684,3,0.003634154134515879,-0.0027835621127159076
BalabanJ,0.0004214797759513796,0.00020058006714171814,0.03394693429453095,3,0.0015708258037421998,-0.0007278662518394408
GATS8d,0.0004205099162621906,0.0020863288128875656,0.3801703189622317,3,0.012375405374860454,-0.011534385542336073
MDEC-23,0.00041994341449080874,0.0006508261287113048,0.18998723921629945,3,0.004149249304533737,-0.003309362475552119
MATS8v,0.0004179238368525369,0.00017559382983983344,0.027056055296473976,3,0.0014240959540868826,-0.0005882482803818089
AATS7are,0.00041788170715987655,0.0007886629458383785,0.2278171151154319,3,0.004937007844577634,-0.00410124443025788
ATS3v,0.0004170665792088135,0.00029462596244377227,0.06688282616348676,3,0.0021053060161791027,-0.0012711728577614757
GATS6v,0.00041692986198090437,0.0003867910135679,0.10143440993957965,3,0.0026332852624173465,-0.0017994255384555376
ATSC7d,0.0004166519431297866,0.00018580207430223848,0.03017465967879747,3,0.001481318433163864,-0.0006480145469042909
MDEC-12,0.00041141785001289993,0.001254226394871327,0.3136060679293626,3,0.0075982741784498264,-0.006775438478424026
MDEO-12,0.0004109090705165889,0.0002814159086909431,0.06359587538448794,3,0.0020234534345712324,-0.0012016352935380547
TIC2,0.00040961009414275384,0.00023763078813448144,0.048130607655028766,3,0.0017712608619141975,-0.0009520406736286899
LogEE_D,0.0004070179563854988,0.0005304264783929762,0.15758428586708273,3,0.00344642049853991,-0.002632384585768912
AATSC0d,0.0004056387166581077,0.00013507172153241415,0.01751463191429418,3,0.001179614659643816,-0.0003683372263276007
LabuteASA,0.000403824629862215,0.0005305211569672575,0.15905127916008055,3,0.003443769690746517,-0.002636120431022087
AATSC6v,0.00040334070393643895,0.0026875989323159833,0.4096124950464487,3,0.015803580623936726,-0.014996899216063847
GATS6p,0.00040147146203524847,0.0005946042491700431,0.18136468779127957,3,0.003808619747653667,-0.0030056768235831696
ATSC1se,0.00039933412416504055,0.0014419674248272896,0.33939792184031575,3,0.008661967373549878,-0.007863299125219797
BCUTi-1l,0.00039906077941054274,0.00059024320981678,0.1811114048201261,3,0.0037812198259229092,-0.0029830982671018237
GATS5p,0.0003951442255831032,8.047187749089101e-05,0.006772233321870461,3,0.0008562570074313466,-6.596855626514025e-05
AATS0are,0.0003894727088969245,0.0003071100284750897,0.07959693800861442,3,0.002149247228631122,-0.0013703018108372727
VE2_D,0.00038816341043057534,0.0006583944113306442,0.20729758723056768,3,0.0041608363991572925,-0.003384509578296142
nRing,0.0003879568717144825,0.0006783836141961064,0.2131555309488713,3,0.004275170209537261,-0.003499256466108296
MATS8m,0.00038776020425864327,0.00023400127597739427,0.0514898160452202,3,0.001728613464879891,-0.0009530930563626046
AATSC1i,0.0003863415431136034,0.0007883880638394323,0.2426973519499962,3,0.004903892576194714,-0.004131209489967507
VE3_Dzare,0.0003840922999607625,0.0004970631885056107,0.1563151910320108,3,0.003232319491281413,-0.0024641348913598884
BCUTdv-1h,0.0003816678250498917,0.000540363053554631,0.17288212267233333,3,0.0034780080447843176,-0.002714672394684534
ETA_epsilon_1,0.00038066840318318196,0.00028676014763375033,0.07411152745717635,3,0.0020238358490226203,-0.0012624990426562566
AATS1d,0.0003793915520230451,0.0012394573993021066,0.3244842012926924,3,0.007481619898059555,-0.006722836794013465
SsNH2,0.00037921402074921523,0.0004235066458141759,0.13054039872831563,3,0.002805954065489672,-0.0020475260239912413
VR3_Dzp,0.0003775007131350631,0.0005673615121030783,0.18414402376548844,3,0.003628545094311456,-0.0028735436680413303
ATSC1d,0.00037537626481768765,0.00044907620371942216,0.14232267511367275,3,0.002948632711858469,-0.002197880182223094
SpAD_Dzare,0.00037523520474669336,0.0004946243851556378,0.15966577466556758,3,0.003209487782424036,-0.0024590173729306494
Sare,0.00037455504228326814,0.0004373057408086291,0.1380949235121837,3,0.0028803654315748472,-0.0021312553470083113
GATS3dv,0.00037437731388523243,0.0003978656466712907,0.1223530299071979,3,0.002654191590111309,-0.001905436962340844
GATS8p,0.0003739025492821568,0.0003090431805182672,0.08554918292647189,3,0.002144754244598173,-0.001396949146033859
ETA_eta_R,0.00037314448569210806,0.0005803854297709881,0.19067522411154186,3,0.0036988173593762367,-0.0029525283879920203
NssssC,0.00037156213675001065,0.0006026192639774897,0.198686106820554,3,0.0038246373460298646,-0.003081513072529843
AATSC1Z,0.0003700168901371222,0.0022834460813244547,0.40266752151310575,3,0.013454416155944926,-0.01271438237567068
ATSC0dv,0.00036988924644095383,0.00021608897748898954,0.04871105145183445,3,0.0016081030503623214,-0.0008683245574804138
ATSC0d,0.0003695150233382627,0.0001695861239460105,0.03179308265367088,3,0.0013412623195841785,-0.0006022322729076531
MATS1s,0.00036948304022551187,0.000285344282119293,0.07706181763740982,3,0.0020045374196565238,-0.0012655713392055
SpAbs_Dzse,0.0003680154414549645,0.0010954557911643141,0.3097496196830124,3,0.006645098603988649,-0.00590906772107872
ATSC8i,0.00036774761933337324,0.000697768700522042,0.22884149563341766,3,0.004366039651487999,-0.0036305444128212527
ABC,0.00036677481905011966,0.00046436269278605255,0.1523602968078024,3,0.0030276245436182533,-0.002294074905518014
MDEC-22,0.0003651047870323702,0.0002946590019094916,0.08249505948657831,3,0.0020535335438051005,-0.00132332396974036
ATS1dv,0.00036444077033614963,0.0004526289354388034,0.1489257835203176,3,0.0029580547641046037,-0.0022291732234323044
MATS5pe,0.0003625545595169477,0.001150000218664467,0.31989968513522704,3,0.006952183340260699,-0.006227074221226803
MATS4i,0.0003601162349916587,9.846868952576151e-05,0.012013892296090007,3,0.0009243527455330526,-0.00020412027554973528
AATSC5Z,0.00035823244710216545,0.0004548199223687161,0.15286375427312193,3,0.0029644010389456997,-0.0022479361447413685
Xp-2d,0.00035778309985693796,0.0001856782003327634,0.03962534486678192,3,0.0014217397783090786,-0.0007061735785952026
SpMax_Dzpe,0.00035767908915999386,0.0008493151653977978,0.27079860427428454,3,0.005224349170603166,-0.0045089909922831775
ATS8m,0.00035569672818432557,0.0002403908779530699,0.06222774399105751,3,0.0017331631166928945,-0.0010217696603242435
ATSC6m,0.00035178331987846995,0.0011222108403905677,0.3207912156725656,3,0.006782175881445388,-0.006078609241688448
AXp-3d,0.0003517827183145972,0.0004694610652934012,0.16192251152108694,3,0.0030418466827273056,-0.0023382812460981113
ATS8Z,0.0003512892278434432,0.0006258927002152386,0.21676310451364955,3,0.003937723807643401,-0.0032351453519565143
ATS3d,0.0003504512193281221,8.09443905187684e-05,0.008660987362492925,3,0.000814271553224828,-0.00011336911456858372
SpAbs_Dzp,0.00034868744051456496,0.0009387177247662072,0.2929525692197046,3,0.00572764410132065,-0.00503026922029152
nHeavyAtom,0.00034597484384057964,0.00039510335729222776,0.1343093256476647,3,0.0026099608956040945,-0.0019180112079229352
MPC2,0.00034165701819307187,0.00025744675586723343,0.07414520882833439,3,0.0018168554785394603,-0.0011335414421533166
ATSC6are,0.00034000043671826113,0.0014652035513236324,0.36331201271216157,3,0.00873577926766753,-0.008055778394231008
SpAD_DzZ,0.0003398852921562649,0.0004537635195416636,0.16199524979966873,3,0.0029400005786523542,-0.0022602299943398248
VE3_Dzm,0.0003394879736767775,0.0004728039373323054,0.16981197099236445,3,0.003048706965575906,-0.002369731018222351
ATS2m,0.0003390468266669296,0.0005208214270415678,0.18829885870862562,3,0.0033234113594379448,-0.0026453177061040853
GATS7s,0.0003387584954151294,0.0003588500578908697,0.12182919841158447,3,0.0023950091213458154,-0.0017174921305155566
NaaO,0.00033697551986503854,0.00018331166730441465,0.043047157708755335,3,0.001387371701631102,-0.0007134206619010249
VE1_Dzv,0.000333424009704227,6.116158320959193e-05,0.005515436260917791,3,0.0006838866639303585,-1.703864452190458e-05
JGI10,0.0003328303800608963,0.0007330169671820413,0.2569960433972071,3,0.0045330988889885505,-0.003867438128866758
Zagreb1,0.00033220443105119735,0.00025043227552717896,0.07419578810647436,3,0.0017672091411872906,-0.001102800279084896
piPC10,0.00033092876347888084,0.0005774745076107084,0.21275956664550655,3,0.0036399217303816345,-0.002978064203423873
SpAbs_Dzi,0.000327388845572633,0.0004718117923938176,0.176209645729149,3,0.003030922736951588,-0.0023761450458063224
VE1_Dzare,0.0003245168688622198,0.0003320662651309813,0.11629686387404835,3,0.002227293392124468,-0.0015782596544000283
AATS2pe,0.0003228224947754062,0.0002471866786571403,0.07603804873555502,3,0.001739229574929884,-0.0010935845853790717
AATSC4i,0.000322719389735678,0.0002194777545181877,0.06287208303676937,3,0.0015803512618284244,-0.0009349124823570685
Xp-1d,0.000322137643621101,0.0002743590506954954,0.08949810616147466,3,0.001894245428800631,-0.001249970141558429
VE3_Dzp,0.0003219112347605894,0.000494952410951387,0.18847357708004575,3,0.0031580434366235734,-0.002514220967102395
ATS0pe,0.0003204178731982532,0.0002487652963829429,0.07770052943357678,3,0.001745870607980364,-0.0011050348615838576
AATSC3m,0.0003197977279784843,0.0011375119956831031,0.33721821280187964,3,0.006837867606173582,-0.006198272150216614
MIC4,0.00031875984648732647,0.00013356342524231001,0.026920125169181255,3,0.0010840930844701595,-0.0004465733914955065
AETA_eta_L,0.00031804429872454393,8.373625185881111e-05,0.011167549657332201,3,0.0007978623076995699,-0.0001617737102504821
JGT10,0.0003142174922070584,0.0003670643223479285,0.13819106349622542,3,0.002417536764386992,-0.0017891017799728753
nFRing,0.0003119005108986513,0.000181560168486806,0.0484120505274861,3,0.0013522604102096066,-0.0007284593884123042
BCUTi-1h,0.0003107784806250698,0.0004964628997684099,0.19578282182783718,3,0.003155565950913312,-0.002534008989663172
GATS7p,0.00030530528397491413,0.0006421927006135501,0.2484116248608314,3,0.003985140673624793,-0.003374530105674965
ATS7p,0.0003036058170538351,0.0007297120770921391,0.2729888560965119,3,0.004484936939274811,-0.0038777253051671405
NssO,0.0003034153912917503,0.001259870810662524,0.3585468420747395,3,0.007522614848142471,-0.00691578406555897
LogEE_Dzi,0.0003026941784128878,0.0007584409986520795,0.28042850846217837,3,0.0046486452070291584,-0.004043256850203383
Xp-0dv,0.00030255847328120034,0.000500861535163264,0.20262029345019855,3,0.0031725506121629754,-0.0025674336656005747
MATS3Z,0.0003018218039007777,0.0006967905841464701,0.2656771715500391,3,0.004294509120756417,-0.003690865512954862
ETA_beta,0.0003010045718993363,0.0006598690609506979,0.2561379923604975,3,0.004082127466478336,-0.0034801183226796633
SpAD_D,0.0002981855426123318,0.00038999218836546166,0.1582369171325423,3,0.0025328840296289673,-0.0019365129444043037
LogEE_Dzv,0.0002964202328599545,0.0004288607515790978,0.17694747842784925,3,0.002753839897370092,-0.0021609994316501833
AETA_eta_R,0.0002938305324153845,0.00038757206334640574,0.1597850640834817,3,0.002514661434696176,-0.0019270003698654069
NaaCH,0.00029051265762114475,7.025620992095588e-05,0.00947130519740741,3,0.0006930885314403332,-0.00011206321619804365
BCUTm-1l,0.0002897668077405842,0.0005217310150645242,0.21878358901569006,3,0.003279343380750734,-0.0026998097652695652
AATSC3pe,0.00028847227688214944,0.0013726501963897424,0.3753677284338474,3,0.008153910120474875,-0.007576965566710577
VE2_A,0.00028666036284726487,0.0009212948026158228,0.3219508049362849,3,0.005565781747639087,-0.004992461021944557
ATSC8dv,0.0002856321839667479,0.000660128874113783,0.2658749962931147,3,0.004068243836781872,-0.0034969794688483762
AATS0d,0.0002846645819283659,0.0005901151568592192,0.24566936742641532,3,0.00366608987079364,-0.0030967607069369084
ETA_eta_L,0.000281845270175977,0.0004793414272426961,0.20781267299196404,3,0.003028524804228186,-0.0024648342638762324
EState_VSA8,0.00028101354806616313,0.0022216021260060533,0.42345327604864125,3,0.013011040091793578,-0.01244901299566125
GATS6i,0.00027681710890833006,0.00046789061389369634,0.20662419768122237,3,0.00295788221264754,-0.0024042479948308795
ETA_eta_F,0.0002761124246432045,8.502866845085497e-05,0.015093455067669658,3,0.0007633361240115189,-0.0002111112747251099
VR2_Dzse,0.00027603014212089033,0.0004537870390512509,0.20128736816103765,3,0.0028762801980150806,-0.0023242199137733003
VE1_Dzm,0.0002760114546519847,0.0007353274159213755,0.291152752554048,3,0.004489519091070268,-0.003937496181766298
MPC7,0.00027312859018065644,0.0003558941898173345,0.15756004939944152,3,0.0023124417642627947,-0.0017661845839014817
VE3_A,0.00026798141467843095,0.0001337427349757917,0.036967630182361086,3,0.0010343421173184364,-0.0004983792879615745
GATS3Z,0.00026655642731225154,0.00024786900922292956,0.10177595178108798,3,0.0016868733372748732,-0.00115376048265037
VR1_Dzp,0.00026392127439571017,0.0003749660550267184,0.17353619846135737,3,0.0024125183510776004,-0.0018846758022861801
ATS1pe,0.000258849915166115,0.0006162229270229511,0.27126296934272864,3,0.0037898756222571935,-0.0032721757919249635
GATS4v,0.0002577501234395374,0.0013651735784958405,0.3873540773049461,3,0.008080346117390273,-0.0075648458705111984
ATS4v,0.00025693998568787624,0.00014732443063402058,0.047168498147312596,3,0.0011011253105742192,-0.0005872453391984666
SpAD_Dzi,0.00025691130861808337,0.0008173201680381909,0.32036281099683084,3,0.0049402465071465935,-0.004426423889910426
SpMAD_D,0.0002544797283809593,0.0012874774866428365,0.38235792828301013,3,0.007631868500005724,-0.007122909043243806
ETA_eta_RL,0.0002541643236586936,0.000296556870389561,0.13798539098287635,3,0.0019534680772839074,-0.00144513942996652
SRW06,0.0002534265285487984,0.0002722757533145948,0.12412650898115357,3,0.0018135967887111819,-0.001306743731613585
MATS5dv,0.00025257479226392654,0.0001758576309792893,0.06532994395138436,3,0.0012602585192812426,-0.0007551089347533895
SpAbs_Dzpe,0.00025236068150743157,0.0005632863457085144,0.2594769169509531,3,0.0034800539073326334,-0.00297533254431777
AATS5are,0.00025046125727294183,0.0004457010374411795,0.21652749270394506,3,0.002804377627254666,-0.0023034551127087827
GATS3v,0.0002496772746547841,0.0010833743960293376,0.36417783064623593,3,0.0064575327033142655,-0.005958178154004697
VE3_Dzi,0.0002490319192066659,0.0008258403898700498,0.3267755317914837,3,0.004981188933670778,-0.004483125095257446
