,importance,stddev,p_value,n,p99_high,p99_low
ATSC3m,0.00021866173070136016,0.00019326301166745443,0.094551481443834,3,0.0013260802192091858,-0.0008887567578064656
ATSC8s,0.0002185851835697176,4.002540503370112e-05,0.005496312804170636,3,0.0004479351929786786,-1.076482583924342e-05
AATSC6i,0.00021811873488680744,0.00024157693234537638,0.12914856421031778,3,0.0016023813465892702,-0.0011661438768156554
ATS0m,0.0002176285823766074,0.00078770795456258,0.3397393285026559,3,0.004731282513881509,-0.004296025349128295
ATSC3v,0.00021411795128090105,0.0005174434618512603,0.27397061779592324,3,0.003179126368916345,-0.002750890466354543
ATSC6se,0.00021200907755353215,0.0001982707902821497,0.10260667333751283,3,0.0013481226928547356,-0.0009241045377476713
Zagreb2,0.00020966158784570718,0.0002039441771064516,0.10846618267953642,3,0.0013782843387931014,-0.0009589611631016871
GATS8Z,0.00020947399397167055,0.00036818951976537906,0.21415221891220237,3,0.0023192407721309176,-0.0019002927841875765
ATSC7d,0.00020730706175497068,0.0005542005745290403,0.29174743652740404,3,0.003382937811166867,-0.0029683236876569255
GATS2v,0.00020564337420334033,0.00023196155619035352,0.13221625984806776,3,0.0015348088142527402,-0.0011235220658460596
AATSC2se,0.0002041981364319656,0.00024230366187237576,0.14090024934708695,3,0.0015926249889138717,-0.0011842287160499405
GGI8,0.00020382317801791636,7.901083504958749e-05,0.023307400016310688,3,0.0006565640246570668,-0.0002489176686212341
GATS2se,0.00020196173981438617,9.813340008207185e-05,0.035240474766777864,3,0.0007642770046619463,-0.00036035352503317405
GATS6i,0.00020141784255101047,0.0002641061436406025,0.1587030701258742,3,0.0017147753333230525,-0.0013119396482210316
GATS5c,0.00020041414680791828,0.00020257719658844903,0.11437185100592454,3,0.0013612039477976102,-0.0009603756541817736
GATS8v,0.00019873855486527794,0.000254209950145881,0.15420571165229258,3,0.001655389759486906,-0.00125791264975635
SpDiam_Dzare,0.00019751801865465954,0.0002892551152257411,0.17923276088247747,3,0.00185498190547243,-0.001459945868163111
ATSC7m,0.00019702473702403375,0.00014727065547685386,0.07320685173524347,3,0.0010409019242964843,-0.0006468524502484168
MATS8i,0.00019615186762186876,0.0002356044841519116,0.14302226877292207,3,0.0015461916888688113,-0.0011538879536250738
MATS5p,0.00019405581926124996,0.0002495131852130356,0.15514406161711225,3,0.0016237940399759627,-0.0012356824014534626
SpAD_Dzpe,0.00019264440664198967,0.00010116347132279865,0.040460086867414945,3,0.0007723223157147706,-0.00038703350243079126
AATS8v,0.00018997914229069526,0.0002447076000427817,0.15546671257352002,3,0.0015921808270706614,-0.0012122225424892707
GATS2i,0.00018888609677498538,0.00019655970991458023,0.11896778275751273,3,0.0013151950318219575,-0.0009374228382719867
AATS6pe,0.00018720688057901244,0.0007252126065785368,0.34927522230235364,3,0.004342755537794046,-0.003968341776636021
MATS7m,0.00018687499873227634,0.00011539974667660165,0.053540054719752504,3,0.0008481283442958084,-0.0004743783468312558
AATS0v,0.00018674487744396728,0.00018530561823231777,0.11150678250293035,3,0.0012485666191435411,-0.0008750768642556066
ATSC7v,0.00018506822140271217,0.0001787673286131089,0.10741053247165468,3,0.0012094248385289945,-0.0008392883957235701
EState_VSA7,0.0001833986153217763,0.00024372684441590506,0.16115500545286043,3,0.0015799804616001044,-0.0012131832309565517
ATS4pe,0.0001816013899409441,0.00012167265233307387,0.06134701870210559,3,0.0008787991805418733,-0.0005155964006599851
AATS7Z,0.00018085646645465045,0.00010980967537079829,0.05202708136255121,3,0.0008100780835321558,-0.00044836515062285484
ATSC0m,0.0001802620510637972,0.0006759336521695033,0.3447597184407816,3,0.004053436834788749,-0.003692912732661155
Xc-5d,0.00017938894737944597,0.00020493065698178067,0.13436613612619794,3,0.0013536643374068937,-0.000994886442648002
ETA_eta,0.00017895391878617697,0.00015316551937278813,0.09015970382862909,3,0.0010566093298856871,-0.0006987014923133331
AATS7d,0.0001759031929281322,6.505654771473376e-05,0.021347889288153756,3,0.0005486844256958097,-0.0001968780398395453
ATSC7pe,0.00017509090403988736,0.0001483640909068226,0.08881818975261195,3,0.0010252335975811755,-0.0006750517895014009
SpDiam_Dzm,0.00017455995661607346,0.000494217967636942,0.30148533911966746,3,0.0030064837168421407,-0.0026573638036099935
GATS4v,0.0001743181903708091,0.0001934214823804041,0.12945588433322344,3,0.0012826447336372426,-0.0009340083528956245
ETA_eta_FL,0.00017316359581113586,0.00013557931789104772,0.07872666852947875,3,0.0009500481222210605,-0.0006037209305987889
ATSC7Z,0.00017244129420404541,7.296745095967673e-05,0.027410856569637876,3,0.000590552879834695,-0.0002456702914266042
LogEE_Dzse,0.00017073393165704479,0.00016236883451455232,0.10507801329537014,3,0.001101125359108669,-0.0007596574957945794
MAXdsCH,0.00017030568697743811,0.0003634350420717858,0.2511179523075948,3,0.002252828780710702,-0.0019122174067558258
LogEE_Dzpe,0.00016885022104617953,0.00034272757138821065,0.24168575624324984,3,0.002132717211434208,-0.0017950167693418489
ATSC6dv,0.000167708064049051,0.0006864680749056933,0.356672325538124,3,0.004101246258253643,-0.003765830130155541
EState_VSA9,0.00016710164078632497,9.027590196071518e-05,0.04252962811626315,3,0.0006843925700513551,-0.0003501892884787052
GATS4se,0.00016405763093919426,5.521228768577118e-05,0.01787086259195438,3,0.00048043016207435134,-0.00015231490019596285
AATSC4Z,0.00016337241416049716,0.00033370438664286723,0.24287790203836845,3,0.0020755355553432314,-0.0017487907270222372
MIC3,0.00015830012925275674,0.00025372107385257585,0.19641796349089902,3,0.001612150018500438,-0.0012955497599949244
AATSC7Z,0.00015733944473286798,0.0001493169257872333,0.10476655637170054,3,0.0010129419878023092,-0.0006982630983365732
MDEO-22,0.00015723324739363073,0.0004611489589809725,0.3073298674317775,3,0.002799667920875776,-0.002485201426088514
MID,0.00015697582486993525,0.00023752565546519383,0.18542790788860425,3,0.0015180241707878088,-0.0012040725210479381
ATSC0pe,0.00015642124518080078,0.0002456132139418425,0.1924862853349546,3,0.0015638121980292745,-0.0012509697076676732
ATS3Z,0.00015599728913009056,0.00011019522385316797,0.06687787092436445,3,0.0007874281417664776,-0.00047543356350629646
Xc-3dv,0.0001558079796696125,0.00013865596800328604,0.09550508346700583,3,0.000950322052403823,-0.0006387060930645981
JGI8,0.00015580473854521584,0.0004152079795487892,0.29120490389308445,3,0.002534992505315076,-0.0022233830282246446
SlogP_VSA6,0.00015395924588575602,0.00032011980645113217,0.24623499473215105,3,0.001988281236125286,-0.001680362744353774
GATS4m,0.00015333400274850084,0.0003750814914676377,0.27615074895994035,3,0.0023025925430380347,-0.001995924537541033
ATSC3p,0.00015199107721417895,0.00013410156835989655,0.09430865270387913,3,0.0009204079349374722,-0.0006164257805091144
SM1_Dzv,0.00015177346611805476,0.0003751950407436351,0.27803183999827974,3,0.0023016826563509547,-0.001998135724114845
Xc-4dv,0.0001511130531811622,0.00011779592382455691,0.07819089884087818,3,0.0008260967595234635,-0.0005238706531611391
AATSC0s,0.000147479381831489,0.00015567989262730143,0.12126289196260459,3,0.0010395424305075511,-0.000744583666844573
AATSC3p,0.00014697984176923842,0.00017473004162917935,0.1412213371193606,3,0.0011482023567678528,-0.0008542426732293759
MATS3Z,0.00014318639667685687,2.3097485890402517e-05,0.004281231115519092,3,0.000275537552194878,1.0835241158835767e-05
GATS5se,0.00014078188578267592,0.00010524059246405658,0.07321779856352738,3,0.0007438221511219741,-0.00046225837955662225
GGI5,0.00013968228384494963,2.780091078914644e-05,0.006474179477518037,3,0.0002989845856130331,-1.9620017923133794e-05
Xpc-6dv,0.0001395314051427695,0.00021714245863105984,0.1907778029931123,3,0.001383781772832637,-0.0011047189625470982
Xpc-5dv,0.00013866749534460765,0.0001349406651316429,0.1085274756693537,3,0.0009118924706205657,-0.0006345574799313504
AATSC6pe,0.00013765072487863703,8.459027933456899e-05,0.05310152378523207,3,0.0006223624059960351,-0.0003470609562387611
AATSC7se,0.00013708038090739136,0.00027403414545816465,0.23879578879336483,3,0.001707326423047067,-0.0014331656612322846
MATS8are,0.0001368072116921156,0.001052693003793958,0.4214058566557277,3,0.006168854860469308,-0.005895240437085078
MATS6Z,0.00013604894309245572,0.0002372434523590835,0.21262696910254275,3,0.0014954802339177662,-0.001223382347732855
AATSC7m,0.00013578804233461508,0.00011319142396803328,0.08665645061278954,3,0.0007843874538889416,-0.0005128113692197115
ATSC1se,0.00013347631999310883,0.00011615185514398494,0.09240857711256219,3,0.0007990393304788491,-0.0005320866904926315
AATSC5p,0.00013293760231206098,0.0001415466928605359,0.12266136721968328,3,0.0009440158490415313,-0.0006781406444174093
LogEE_Dzv,0.00013109270093745554,0.00020402618117231974,0.1907930189490218,3,0.0013001853442760098,-0.0010379999424010985
GATS6v,0.00013096065333757326,0.00011085917374702078,0.08868511577608776,3,0.0007661960124936072,-0.0005042747058184607
GGI1,0.0001301229952690719,9.444013077604685e-05,0.0698544082591686,3,0.0006712754174327555,-0.0004110294268946117
ATS3pe,0.00012872815828568474,0.00017386375235363673,0.16412903380433674,3,0.001124986739669404,-0.0008675304230980345
AATS6s,0.00012730755138631866,9.62269658231505e-05,0.07450816457402255,3,0.0006786987365186823,-0.000424083633746045
Xc-3d,0.00012705125154863217,8.913141432522866e-05,0.066135767388228,3,0.000637784139745839,-0.00038368163664857465
JGI5,0.00012522426446695545,0.00020706937282634366,0.2024074556580029,3,0.0013117547334538945,-0.0010613062045199836
Mp,0.00012517705121567468,0.00016715869512178412,0.16204049289852474,3,0.0010830149111121733,-0.0008326608086808241
ATSC8c,0.0001246308476759439,0.00024156868296269738,0.23291433044117793,3,0.001508846189500851,-0.0012595844941489633
ETA_eta_RL,0.00012424180510262062,0.00012419228603700806,0.11263991670964747,3,0.0008358773762386344,-0.0005873937660333931
MATS1m,0.00012411683203902846,0.0003606388401420095,0.3057940637579891,3,0.0021906173786334546,-0.0019423837145553977
GATS3are,0.00012284199704632828,0.00017898746253168708,0.17827780006287897,3,0.0011484600059375315,-0.0009027760118448749
MIC1,0.00012101297102498632,0.00018724937849875242,0.1896859520597458,3,0.0011939726746020274,-0.0009519467325520548
MATS7are,0.00012077110249575362,9.12676957923272e-05,0.07448423215368744,3,0.000643745120399623,-0.0004022029154081158
nBonds,0.00012008031441442431,0.0002431490750301144,0.2412292878343813,3,0.0015133514780411785,-0.00127319084921233
Xp-5d,0.00011836930903930121,8.83231816935923e-05,0.07300440234949349,3,0.0006244709346293128,-0.00038773231655071035
ATS3are,0.00011745177053680093,0.001096276811728251,0.43494988577326277,3,0.006399239471947864,-0.006164335930874261
AATS5d,0.00011706643873649059,0.00034006859827032083,0.30575316924189483,3,0.002065697218295604,-0.0018315643408226224
ETA_eta_F,0.00011674718670168227,0.00014858973536997723,0.15330610946794754,3,0.0009681828480393993,-0.0007346884746360347
AATSC3dv,0.00011638683944467654,0.0001336341714148591,0.1352301188627346,3,0.0008821254608415216,-0.0006493517819521685
ATS2s,0.00011613945986984249,0.00015643195432261332,0.16362432125297388,3,0.001012511905458957,-0.0007802329857192719
AATS2v,0.00011535507362558002,0.00012654367445073553,0.12755594919085894,3,0.0008404643611264485,-0.0006097542138752884
MATS6m,0.00011476737560097335,0.00010103046737630663,0.09399563388814669,3,0.0006936831573110533,-0.00046414840610910663
SpAD_Dzse,0.00011411640469454383,0.00018024212901372594,0.19361031986331267,3,0.0011469237916624567,-0.0009186909822733691
AATSC5i,0.0001135226899376766,8.983631690435002e-05,0.08003816311139879,3,0.0006282947480825145,-0.00040124936820716133
GATS4p,0.00011349425072517312,0.00023044989502573484,0.2417534454992471,3,0.0014339977046675858,-0.0012070092032172397
Xp-2d,0.00011275555967289279,5.636505306881933e-05,0.03707502283303056,3,0.00043573356428735154,-0.00021022244494156594
ATS6se,0.0001112393694933933,0.0015626505849971003,0.45657219024793677,3,0.009065400509655201,-0.008842921770668415
ATS5Z,0.00011106906332630784,0.0009429664535754588,0.4286095842859051,3,0.005514371411366727,-0.005292233284714111
ATS6s,0.00011104185725745637,0.00021720897869681292,0.23466061999630428,3,0.0013556733923007465,-0.001133589677785834
SpDiam_Dzi,0.00010978107041633341,0.0002848363529178136,0.2865646726452981,3,0.0017419249591967118,-0.0015223628183640451
GATS5Z,0.00010942107014196474,0.0004416066200849346,0.354805087749583,3,0.002639875974627255,-0.0024210338343433253
SpAbs_Dzpe,0.00010848693761321877,0.00011962879993140254,0.1284180985392088,3,0.0007939732273021859,-0.0005769993520757482
AATS3pe,0.0001077323323007325,0.0017887654349966714,0.4632184512582443,3,0.010357556637675788,-0.010142091973074321
Sm,0.00010704132268081017,0.0005786140000172147,0.38951392777598637,3,0.003422563707435391,-0.003208481062073771
GATS7i,0.00010615754719931851,0.0001535555970139609,0.17690688375261587,3,0.0009860481464399073,-0.0007737330520412702
ATSC6s,0.00010533003352428127,0.0002659221352726263,0.2817667228149569,3,0.0016290933577298781,-0.0014184332906813156
MWC06,0.00010410066535447109,6.89192360294084e-05,0.06014973145386084,3,0.0004990155305130909,-0.00029081419980414873
AATS7are,0.00010370244842373515,0.000372688324761986,0.3387128624707809,3,0.0022392478781027383,-0.0020318429812552683
AATS4are,0.00010236174397161106,0.00014459080168247789,0.17245268765749266,3,0.0009308830718233448,-0.0007261595838801227
AATSC6d,0.00010205241832305274,0.00010361877385646968,0.11507569070291017,3,0.0006957994831913878,-0.0004916946465452822
Kier3,9.957221462086885e-05,0.00023502967621816254,0.2697174299161822,3,0.001446318322664842,-0.0012471738934231042
EState_VSA3,9.906466212441141e-05,0.0001677964787575198,0.2070284859046027,3,0.0010605570929798722,-0.0008624277687310494
AATSC6Z,9.757660894850935e-05,0.0010422089972912426,0.44303999687645723,3,0.006069549737854716,-0.005874396519957698
ATSC0Z,9.509931501130997e-05,0.00029980777123014916,0.3189382618487679,3,0.001813031090957565,-0.001622832460934945
ATSC2c,9.446586206665608e-05,5.060988588404287e-05,0.04191062067797055,3,0.0003844661205004768,-0.00019553439636716465
ATSC6p,9.431820614236308e-05,0.00019317098653021748,0.2433843022467237,3,0.0012012093804088118,-0.0010125729681240857
AATS0d,9.373234445500533e-05,0.0002683332361097272,0.30333238837891924,3,0.001631311543833119,-0.0014438468549231084
MATS7se,9.302735719612931e-05,1.5335217226440498e-05,0.004468428982237262,3,0.00018089985248284,5.154861909418605e-06
MWC09,9.274525595915721e-05,0.0001138156194328672,0.14679868655814765,3,0.000744921376746336,-0.0005594308648280217
MATS3pe,9.240888827171297e-05,0.0001459667898367453,0.1936244551563845,3,0.000928814780835837,-0.000743997004292411
MATS5dv,9.155733979648861e-05,9.776970443764808e-05,0.123132821656224,3,0.0006517885882699395,-0.0004686739086769623
AATS1d,9.085415629939142e-05,0.00025388858300943296,0.2992925170316802,3,0.0015456638915915767,-0.0013639555789927938
ATSC1i,9.006852448589786e-05,9.063249234438432e-05,0.11367108435432936,3,0.0006094027561929845,-0.0004292657072211888
SpAD_A,8.908641503091452e-05,0.0001546874811177995,0.21180480299184684,3,0.0009754628357053315,-0.0007972900056435025
AATSC2are,8.58619100370291e-05,3.350118624091247e-05,0.023591495808147466,3,0.00027782742226845254,-0.00010610360219439435
TMWC10,8.566917702768999e-05,4.505857922227624e-05,0.040572877306134195,3,0.00034385983268456986,-0.00017252147862918985
BCUTdv-1h,8.073613576863499e-05,4.093831075751868e-06,0.0004279714444162378,3,0.00010419424181282925,5.7278029724440726e-05
ATSC3i,8.024063539647612e-05,0.00016568528743460048,0.24492510786550914,3,0.0010296357058537607,-0.0008691544350608085
MPC6,7.984255357350774e-05,6.106305888249257e-05,0.07589627610748913,3,0.0004297406524796313,-0.00027005554533261587
ABC,7.915438767678677e-05,0.0001886106080596473,0.2714300644118762,3,0.0011599140875895586,-0.001001605312235985
MATS6p,7.796701338404673e-05,0.00010455456296286731,0.16281363841795604,3,0.0006770762536051706,-0.0005211422268370771
VAdjMat,7.784805911030072e-05,0.00018547043095143372,0.27140332372828246,3,0.0011406141959671037,-0.0009849180777465022
MATS1i,7.699707948718992e-05,0.0001095030813133427,0.1737236151392929,3,0.0007044618786161208,-0.000550467719641741
ATSC6c,7.577460493737864e-05,7.616146332988079e-05,0.113492180036986,3,0.0005121882356451946,-0.00036063902577043727
NdO,7.440140484204123e-05,2.621124244931358e-05,0.01948419382743753,3,0.00022459473073865475,-7.579192105457227e-05
MATS2d,7.427341318271459e-05,0.00012456167655133354,0.20511821208990416,3,0.0007880256329288998,-0.0006394788065634705
AXp-7dv,7.422577949448006e-05,9.712115803668071e-05,0.15831648564614054,3,0.0006307407851706683,-0.00048228922618170813
SpAbs_Dzm,7.415460252774286e-05,9.643960079284321e-05,0.15721001516933708,3,0.0006267642096163275,-0.00047845500456084175
GATS6are,7.395622040633672e-05,0.000367679462369359,0.38040110482030853,3,0.0021808003131242293,-0.0020328878723115556
SMR_VSA6,7.382280414164333e-05,0.00017628621771671342,0.2718198715063973,3,0.001083962380691975,-0.0009363167724086884
GGI7,7.335755634408729e-05,5.516850128539536e-05,0.07391640508591468,3,0.00038947918654945435,-0.00024276407386127974
AATS7s,7.319473661919947e-05,4.69608960191936e-05,0.057092467482424275,3,0.00034228587847739224,-0.00019589640523899333
ATS2are,7.040032995311862e-05,0.00020492081304267906,0.3060861340336566,3,0.0012446193131178832,-0.001103818653211646
AATS0Z,6.996442362507589e-05,3.6029178826244885e-05,0.03908576069268446,3,0.00027641561370894306,-0.00013648676645879124
SpAbs_Dzv,6.904743835054832e-05,0.00018076513577321653,0.28812854014317574,3,0.001104851712048505,-0.0009667568353474084
GATS7dv,6.746600170202492e-05,0.0001025321921778597,0.18625864271226988,3,0.0006549868330568459,-0.0005200548296527962
GATS2d,6.723917260574123e-05,0.00012404586566623616,0.22345577895657154,3,0.000778035738780133,-0.0006435573935686507
ATSC6are,6.712517282508879e-05,9.823224685321681e-05,0.17909992510999762,3,0.0006300068406327953,-0.0004957564949826177
AATSC1p,6.287450902774568e-05,0.0001315493698232212,0.2474086321311803,3,0.0008166669861131126,-0.0006909179680576211
NssssN,6.282368546109418e-05,7.628124492417328e-05,0.14492300173278255,3,0.0004999236779872321,-0.0003742763070650437
AATS4pe,6.280736130969318e-05,7.882023297241242e-05,0.15077945154713346,3,0.0005144560369100581,-0.0003888413142906717
AATSC8d,6.236897109705246e-05,0.00034727183378095825,0.3925875188255946,3,0.0020522750889256625,-0.0019275371467315577
ATSC0d,6.232921672634968e-05,0.00012312591021179062,0.23653185038719954,3,0.0007678543361294908,-0.0006431959026767913
WPath,6.13412414832426e-05,0.00017739943186773665,0.3050176351839379,3,0.0010778596585673903,-0.0009551771756009051
ATSC2i,6.0845346600761165e-05,4.044997054575943e-05,0.06056399283827818,3,0.0002926281634754631,-0.0001709374702739408
piPC1,6.000246223298681e-05,0.0004792819502050115,0.4242212130355655,3,0.0028063411862636334,-0.00268633626179766
MIC4,5.9518193210354266e-05,0.00027098970700974515,0.37011986635454747,3,0.0016123192654314974,-0.0014932828790107887
MID_N,5.8532962135473175e-05,0.000139516441818821,0.271485750818988,3,0.0008579776452538369,-0.0007409117209828905
SpAD_Dzare,5.8160828035724865e-05,5.404772990847814e-05,0.1016800191724359,3,0.0003678603139648548,-0.00025153865789340505
ATS0Z,5.653846459243347e-05,5.73188928430502e-05,0.11483706086841484,3,0.000384982076888071,-0.0002719051477032041
SpMax_Dzpe,5.624773017208947e-05,9.517756026050754e-05,0.20683600591512363,3,0.0006016257050580277,-0.0004891302447138487
SssssN,5.4221444444687204e-05,8.860043153068659e-05,0.20012396174676927,3,0.0005619117423465134,-0.00045346885345713895
AATS6m,5.270971100925411e-05,0.00013677230138945496,0.28658057319661834,3,0.0008364301651594242,-0.0007310107431409159
GATS3d,5.159900323599883e-05,0.00014298107831636552,0.29787009920640845,3,0.0008708964376917047,-0.000767698431219707
ATSC3dv,5.137000665234037e-05,0.0001406164298822613,0.29579587017472386,3,0.0008571177433559798,-0.000754377730051299
BCUTZ-1h,5.027438024594414e-05,6.597988385227128e-05,0.15886437254208052,3,0.000428346431473886,-0.00032779767098199767
AATS1m,5.000749526656856e-05,0.000195527683107811,0.3505423519369093,3,0.0011704028022654664,-0.0010703878117323293
GATS6p,4.8177159854630634e-05,0.0001270618968488881,0.2894099773855433,3,0.0007762559191645201,-0.0006799015994552588
SpMAD_Dzv,4.8131968593749054e-05,0.0003021133192917881,0.404244129689028,3,0.0017792747906039846,-0.0016830108534164863
GGI2,4.767673157410335e-05,0.00015376617322128224,0.32249555267698743,3,0.0009287739558342213,-0.0008334204926860146
nBase,4.654955386668158e-05,4.404965377895705e-06,0.0014858107667169594,3,7.179049396499863e-05,2.1308613768364535e-05
ATSC0p,4.6042766324000395e-05,0.0011436438521495635,0.47537598080286514,3,0.006599248862056259,-0.006507163329408258
BCUTi-1l,4.594439405304166e-05,1.4026617539277047e-05,0.014845844686112934,3,0.0001263184680168252,-3.442967991074188e-05
GATS3p,4.593381582369364e-05,7.796115808137982e-05,0.20741906682522726,3,0.0004926598970324356,-0.0004007922653850484
GATS1i,4.572936338601933e-05,8.403072572802762e-05,0.22269679756374855,3,0.0005272347402869572,-0.00043577601351491854
Xc-4d,4.5466766400030036e-05,4.3253188354397963e-05,0.10512632596004172,3,0.00029331233217746723,-0.00020237879937740714
ATS7Z,4.5305318576151686e-05,0.00023025895319333004,0.3828638446288497,3,0.0013647146546446355,-0.0012741040174923323
AATS8dv,4.520195162061961e-05,1.2664278647796542e-05,0.012590583283592298,3,0.00011776967266139925,-2.7365769420160045e-05
MATS4c,4.470863331309157e-05,8.065831738223018e-05,0.219164172505121,3,0.0005068897364137206,-0.0004174724697875375
MATS1c,4.410872848906178e-05,6.418173562807752e-05,0.17802223979635168,3,0.0004118771909890369,-0.00032365973401091337
CIC4,4.315578379190018e-05,0.0002693287020624418,0.40371334539864756,3,0.001586439113469986,-0.0015001275458861858
SpDiam_D,4.2822190545493966e-05,9.155581004136135e-05,0.2514710874069471,3,0.0005674471350463885,-0.00048180275395540053
AATSC1are,4.222125578104419e-05,0.00036471860635670236,0.42981131978036324,3,0.002132099315206092,-0.0020476568036440035
ETA_beta_s,4.1987308079629214e-05,0.00014307490229249623,0.3308825873432419,3,0.0008618223643230533,-0.0007778477481637948
AATS4v,4.114670336658836e-05,8.310958292563324e-05,0.24075595528032462,3,0.0005173738298608592,-0.0004350804231276825
NsCH3,4.07906652055238e-05,1.3653182916683222e-05,0.017687341566527407,3,0.00011902491737029216,-3.744358695924456e-05
VE1_DzZ,4.0682345947784526e-05,6.715550467343957e-05,0.20207483064114212,3,0.00042549083484998086,-0.0003441261429544118
NsNH3,3.886315003103399e-05,5.2955609496642945e-05,0.16576059218945327,3,0.00034230466489105864,-0.0002645783648289907
MATS3d,3.8219889232425176e-05,7.295082750448212e-05,0.22997782628527802,3,0.00045623622062137295,-0.00037979644215652256
MINdsCH,3.740941758227182e-05,7.168118502483834e-05,0.23071905636484508,3,0.0004481505567674896,-0.00037333172160294593
MATS3i,3.643394843790467e-05,0.0005947861158479008,0.4625939117475243,3,0.003444624350288319,-0.0033717564534125094
MATS5m,3.5644744780100046e-05,0.00020952173458850496,0.3980108784934005,3,0.001236227518615729,-0.001164938029055529
AATSC6p,3.4990618035163346e-05,0.00012975278807866983,0.34319195979332434,3,0.0007784884824946269,-0.0007085072464243002
SdsssP,3.420930565394461e-05,7.774613674603872e-05,0.2627992677347852,3,0.00047970329076666747,-0.0004112846794587783
MATS1Z,3.418043151032224e-05,2.082798459125713e-05,0.05234597873595599,3,0.0001535270929108103,-8.516622989016581e-05
AATS8i,3.366315078681681e-05,1.4561783895378298e-05,0.02854235924522406,3,0.00011710378731764583,-4.9777485744012214e-05
GATS4s,3.246896995603987e-05,1.86244155755897e-05,0.04720057344683757,3,0.00013918893653479941,-7.425099662271968e-05
NssO,3.2384227046738934e-05,3.537195502176226e-05,0.12683998116558573,3,0.00023506945184893145,-0.00017030099775545358
ATS7are,3.170866426255303e-05,0.00024924558929085536,0.4230236307369045,3,0.001459913530668467,-0.001396496202143361
AATS7i,3.1474620031039326e-05,8.540030445525394e-05,0.2942930729335726,3,0.0005208278349166569,-0.0004578785948545783
AATSC5m,2.9964240902226786e-05,4.799488447392424e-05,0.19629280640417973,3,0.000304980251268847,-0.00024505176946439344
GATS1dv,2.959449714616998e-05,0.0002596406579638396,0.43087059261873106,3,0.001517364259796065,-0.0014581752655037253
MPC10,2.941012250962105e-05,3.806808528104511e-05,0.15635201253108927,3,0.0002475444726814046,-0.00018872422766216246
GATS4d,2.9065979955454162e-05,3.566471715391153e-05,0.14677572851650178,3,0.0002334287642403424,-0.0001752968043294341
BCUTp-1h,2.8981783024434327e-05,0.00010021217868834672,0.3330618995098925,3,0.0006032086798094316,-0.0005452451137605629
EState_VSA2,2.8302681293094583e-05,0.000297565515483085,0.44214595462454004,3,0.0017333860831566027,-0.0016767807205704133
ATSC2s,2.7306133827925683e-05,2.8741012510250687e-05,0.1207952675158314,3,0.00019199532270930866,-0.0001373830550534573
GATS8se,2.7066824427351976e-05,0.00018060829739070707,0.4097348193909096,3,0.0010619723968011384,-0.0010078387479464344
ATSC5s,2.6918332685939756e-05,5.18079797472584e-05,0.23156587300586906,3,0.00032378380181706474,-0.00026994713644518526
SpAD_DzZ,2.6850023538915746e-05,0.0001883361407121006,0.4139986239428522,3,0.001106036995113541,-0.0010523369480357095
AATS0i,2.6846440347699785e-05,0.00039780097769709014,0.45881320079692056,3,0.002306290156180224,-0.0022525972754848245
ETA_dBeta,2.5935975034937126e-05,0.00023320709347597298,0.4325185117199515,3,0.0013622384818531932,-0.001310366531783319
AATSC7v,2.5858104841356793e-05,0.0001253079151172906,0.37748518226330824,3,0.0007438863543236426,-0.0006921701446409291
VE3_DzZ,2.5418713326045655e-05,7.265219585820724e-05,0.3030682296697763,3,0.0004417238522654657,-0.00039088642561337436
AATSC2d,2.533861662248893e-05,7.548837541240423e-05,0.30988759199060556,3,0.00045789537892194454,-0.0004072181456769667
AATSC2m,2.514642190290517e-05,0.0002031359513024001,0.4250502619461708,3,0.0011891379493659225,-0.0011388451055601122
AATSC0i,2.43101037928443e-05,8.07955988797742e-05,0.32711216903270396,3,0.0004872778450980558,-0.0004386576375123672
piPC2,2.4227903476142787e-05,5.260502445281932e-05,0.25434963479588824,3,0.0003256605271573802,-0.00027720472020509464
LogEE_Dzp,2.3901395349819794e-05,0.00019894913268098428,0.427214341679662,3,0.001163901987820254,-0.0011160991971206145
LogEE_Dzm,2.2786372308976805e-05,0.0001474714618900973,0.40703008823851866,3,0.0008678142025974815,-0.0008222414579795278
VE3_D,2.258314903624825e-05,3.4394660428750055e-05,0.18666658905690248,3,0.0002196683674446529,-0.0001745020693721564
MATS8p,2.1420095982790006e-05,0.00020854998665943144,0.43759524751185974,3,0.0012164346464240898,-0.00117359445445851
AATS7v,2.0994954200927635e-05,0.000429961301810345,0.47015126383168304,3,0.002484720893580215,-0.0024427309851783596
ATS1Z,2.0110648392486958e-05,6.014623978581653e-05,0.31051795606460364,3,0.00036475527220518133,-0.00032453397542020745
ATS3dv,2.0090139368045268e-05,3.8865557919232e-05,0.23254811508609463,3,0.000242794096191343,-0.00020261381745525248
Xpc-6d,1.9815946420346602e-05,7.245989426004951e-05,0.34120211682353535,3,0.0004350191758772843,-0.00039538728303659105
VE3_Dzi,1.9505538846914527e-05,5.261613480502998e-05,0.2932929992890264,3,0.00032100182607838724,-0.0002819907483845582
GATS2c,1.92387537136518e-05,0.0006232329513107292,0.4811099981746465,3,0.0035904326773413342,-0.0035519551699140306
AATSC4v,1.9053020813749228e-05,1.8278385439203896e-05,0.10637968419617902,3,0.00012379019633845085,-8.568415471095238e-05
ETA_beta,1.9027048025292242e-05,7.026395842057389e-05,0.3426038422406876,3,0.00042164732160655176,-0.00038359322555596724
